instances,datasets,random_numbers,solutions,iters,times
frb53-24-4,bhoslib,1160,6,3,1967.874901
san200_0.9_3,dimacs,1161,2,2,63.121101
gen400_p0.9_75,dimacs,1162,2,2,204.562201
c-fat500-1,dimacs,1163,32,32,100.6296
san200_0.9_1,dimacs,1164,2,2,105.671601
san200_0.7_1,dimacs,1165,4,3,96.4902
gen400_p0.9_75,dimacs,1166,2,2,259.399801
frb59-26-4,bhoslib,1167,5,3,2848.363302
c-fat500-2,dimacs,1168,18,18,59.896801
brock200_4,dimacs,1169,5,3,52.0159
p_hat700-1,dimacs,1170,15,13,198.5317
MANN_a27,dimacs,1171,2,2,243.104501
C125.9,dimacs,1172,2,2,34.871502
DSJC1000.5,dimacs,1173,8,6,690.103201
frb53-24-2,bhoslib,1174,4,3,1919.242501
san200_0.7_1,dimacs,1175,4,3,54.520902
frb50-23-4,bhoslib,1176,5,3,1561.680601
san200_0.9_3,dimacs,1177,2,2,106.085101
C1000.9,dimacs,1178,3,3,1262.9171020000001
frb30-15-4,bhoslib,1179,3,3,278.4427
frb56-25-4,bhoslib,1180,5,3,2350.513402
frb35-17-1,bhoslib,1181,4,4,454.268701
frb53-24-2,bhoslib,1182,4,3,1964.431301
C1000.9,dimacs,1183,3,3,1252.201801
frb53-24-5,bhoslib,1184,4,3,1915.584401
c-fat500-1,dimacs,1185,33,33,102.182201
frb56-25-1,bhoslib,1186,4,4,2396.644802
keller4,dimacs,1187,4,4,43.301701
gen200_p0.9_44,dimacs,1188,2,2,63.394401
frb30-15-4,bhoslib,1189,3,3,235.847
san400_0.7_2,dimacs,1190,4,4,207.008601
frb56-25-1,bhoslib,1191,3,3,2369.4516
hamming10-4,dimacs,1192,8,8,1226.795601
MANN_a9,dimacs,1193,2,2,19.7882
c-fat200-5,dimacs,1194,3,3,40.978901
frb56-25-2,bhoslib,1195,5,3,2357.587801
MANN_a27,dimacs,1196,2,2,243.692601
frb56-25-1,bhoslib,1197,4,4,2354.9043
frb56-25-3,bhoslib,1198,5,4,2395.425901
frb50-23-3,bhoslib,1199,5,3,1559.305001
p_hat300-1,dimacs,1200,15,9,52.396701
frb56-25-3,bhoslib,1201,5,4,2344.779502
p_hat300-3,dimacs,1202,4,3,149.034402
p_hat1500-2,dimacs,1203,11,10,1595.481801
p_hat300-2,dimacs,1204,10,5,77.652001
johnson8-2-4,dimacs,1205,3,3,18.288401
frb56-25-4,bhoslib,1206,4,4,2378.082801
frb30-15-1,bhoslib,1207,4,3,278.931801
san200_0.7_1,dimacs,1208,3,2,53.861701
frb53-24-4,bhoslib,1209,3,3,1921.623301
frb50-23-4,bhoslib,1210,5,3,1550.763101
frb35-17-4,bhoslib,1211,4,3,410.0382
C4000.5,dimacs,1212,9,8,11666.944
frb59-26-1,bhoslib,1213,4,4,2827.475801
p_hat700-2,dimacs,1214,13,5,338.643901
frb30-15-5,bhoslib,1215,5,2,235.336301
c-fat500-5,dimacs,1216,6,6,85.557601
MANN_a45,dimacs,1217,2,2,1429.221901
san400_0.5_1,dimacs,1218,13,9,127.860901
p_hat700-1,dimacs,1219,19,14,199.205902
keller5,dimacs,1220,4,4,659.6329
C1000.9,dimacs,1221,3,3,1267.389201
c-fat500-5,dimacs,1222,6,6,85.073001
frb45-21-3,bhoslib,1223,5,3,1039.298501
MANN_a81,dimacs,1224,2,2,15810.868201
C4000.5,dimacs,1225,9,8,11364.590401
p_hat1500-2,dimacs,1226,11,9,1553.656201
frb35-17-5,bhoslib,1227,5,3,456.463902
c-fat200-2,dimacs,1228,7,7,30.763801
frb45-21-1,bhoslib,1229,4,3,1080.4232
frb59-26-1,bhoslib,1230,4,4,2859.7505
frb40-19-1,bhoslib,1231,4,3,713.137801
hamming10-4,dimacs,1232,8,8,1216.190301
frb56-25-2,bhoslib,1233,5,3,2354.202402
c-fat500-2,dimacs,1234,15,15,57.088501
DSJC500.5,dimacs,1235,7,5,184.977102
frb35-17-4,bhoslib,1236,4,3,469.203901
san1000,dimacs,1237,24,17,697.957901
frb53-24-1,bhoslib,1238,4,3,1924.063501
keller4,dimacs,1239,4,4,43.672502
hamming10-4,dimacs,1240,8,8,1178.637001
c-fat500-2,dimacs,1241,16,16,57.897801
frb100-40,bhoslib,1242,5,3,21356.625201
p_hat300-1,dimacs,1243,15,8,94.654201
brock200_2,dimacs,1244,5,5,88.230601
hamming6-2,dimacs,1245,2,2,22.044701
frb59-26-1,bhoslib,1246,4,4,2849.888402
frb35-17-2,bhoslib,1247,5,3,455.298601
frb100-40,bhoslib,1248,5,3,21528.4606
C250.9,dimacs,1249,2,2,104.029701
frb56-25-5,bhoslib,1250,4,4,2354.819
frb53-24-5,bhoslib,1251,4,3,1961.0461
frb53-24-2,bhoslib,1252,4,3,1917.576601
C1000.9,dimacs,1253,3,3,1210.060701
C4000.5,dimacs,1254,9,8,11656.084801
C4000.5,dimacs,1255,10,8,11370.064402
C1000.9,dimacs,1256,3,3,1221.114901
gen400_p0.9_65,dimacs,1257,2,2,247.915701
brock400_2,dimacs,1258,4,3,175.166501
p_hat700-2,dimacs,1259,13,5,382.796001
san200_0.9_1,dimacs,1260,2,2,63.317901
frb40-19-3,bhoslib,1261,5,3,667.059601
C125.9,dimacs,1262,2,2,34.8725
hamming6-4,dimacs,1263,8,8,23.548901
p_hat700-2,dimacs,1264,13,5,349.498702
hamming6-2,dimacs,1265,2,2,21.842201
san200_0.9_3,dimacs,1266,2,2,63.044001
johnson32-2-4,dimacs,1267,3,3,342.567701
gen400_p0.9_75,dimacs,1268,2,2,246.421301
frb56-25-2,bhoslib,1269,5,3,2356.197902
frb59-26-2,bhoslib,1270,4,3,2894.927101
c-fat500-5,dimacs,1271,6,6,85.1032
san200_0.7_1,dimacs,1272,3,2,53.3681
p_hat1500-3,dimacs,1273,4,4,2308.753401
frb56-25-1,bhoslib,1274,3,3,2355.871501
frb30-15-5,bhoslib,1275,4,3,279.220201
frb56-25-5,bhoslib,1276,4,4,2355.845901
frb56-25-2,bhoslib,1277,5,3,2405.202
frb45-21-2,bhoslib,1278,8,2,1040.4998
brock400_2,dimacs,1279,4,3,215.602801
frb35-17-3,bhoslib,1280,3,3,409.788301
brock200_2,dimacs,1281,5,5,45.780801
c-fat500-5,dimacs,1282,6,6,85.139802
frb56-25-1,bhoslib,1283,3,3,2360.5016
frb45-21-2,bhoslib,1284,8,2,1081.272701
frb40-19-2,bhoslib,1285,4,3,665.185502
gen200_p0.9_55,dimacs,1286,2,2,63.523601
C500.9,dimacs,1287,2,2,310.722101
DSJC1000.5,dimacs,1288,8,6,686.637901
C2000.5,dimacs,1289,8,7,2798.348501
frb45-21-3,bhoslib,1290,4,4,1044.1155
p_hat300-3,dimacs,1291,4,3,104.697901
c-fat500-1,dimacs,1292,32,32,58.014301
frb45-21-5,bhoslib,1293,4,4,1043.9301
c-fat200-5,dimacs,1294,3,3,41.033701
san1000,dimacs,1295,27,14,696.380201
frb59-26-2,bhoslib,1296,4,3,2886.358701
keller4,dimacs,1297,4,4,86.272301
frb53-24-5,bhoslib,1298,4,3,1974.002402
frb35-17-4,bhoslib,1299,4,3,454.854401
hamming6-4,dimacs,1300,8,8,23.645802
hamming8-2,dimacs,1301,2,2,142.527801
hamming6-4,dimacs,1302,8,8,23.1453
frb50-23-3,bhoslib,1303,5,3,1553.712401
hamming10-4,dimacs,1304,8,8,1228.370701
p_hat700-3,dimacs,1305,4,4,509.661701
frb30-15-3,bhoslib,1306,4,4,281.744501
frb59-26-1,bhoslib,1307,4,4,2871.904801
san400_0.7_3,dimacs,1308,5,4,213.989102
frb59-26-1,bhoslib,1309,4,4,2851.722401
brock200_2,dimacs,1310,5,5,46.233
keller5,dimacs,1311,4,4,614.1452
frb40-19-3,bhoslib,1312,5,3,692.395202
c-fat200-5,dimacs,1313,3,3,40.5505
c-fat200-5,dimacs,1314,3,3,40.5458
gen400_p0.9_65,dimacs,1315,2,2,205.265902
p_hat300-2,dimacs,1316,10,5,75.980602
frb53-24-5,bhoslib,1317,4,3,1923.321801
DSJC500.5,dimacs,1318,6,5,185.731501
frb56-25-5,bhoslib,1319,4,4,2449.942301
frb35-17-3,bhoslib,1320,3,3,416.939701
C2000.9,dimacs,1321,3,3,5023.333101
san200_0.7_1,dimacs,1322,3,2,96.419002
hamming6-2,dimacs,1323,2,2,22.199901
san400_0.7_1,dimacs,1324,4,3,164.3081
frb50-23-2,bhoslib,1325,5,4,1605.1813
hamming6-2,dimacs,1326,2,2,21.750501
frb40-19-1,bhoslib,1327,4,3,667.603001
san200_0.7_2,dimacs,1328,4,3,54.890601
frb50-23-3,bhoslib,1329,5,3,1554.971401
frb35-17-5,bhoslib,1330,5,3,453.985001
frb45-21-4,bhoslib,1331,3,3,1061.895601
p_hat300-3,dimacs,1332,4,3,103.799701
frb53-24-2,bhoslib,1333,4,3,1957.371001
p_hat1500-3,dimacs,1334,5,4,2360.329301
gen400_p0.9_55,dimacs,1335,2,2,246.851101
frb59-26-5,bhoslib,1336,4,3,2865.140001
C4000.5,dimacs,1337,8,8,11721.797901
frb30-15-5,bhoslib,1338,4,3,249.825302
C2000.9,dimacs,1339,3,3,4973.5644
frb59-26-4,bhoslib,1340,5,3,2851.064502
frb59-26-3,bhoslib,1341,4,3,2863.074201
gen400_p0.9_55,dimacs,1342,2,2,247.044902
frb30-15-2,bhoslib,1343,3,3,235.303501
frb50-23-3,bhoslib,1344,4,3,1617.003501
frb45-21-2,bhoslib,1345,8,2,1040.737401
MANN_a9,dimacs,1346,2,2,19.3498
C1000.9,dimacs,1347,3,3,1254.764302
frb40-19-4,bhoslib,1348,3,3,664.578002
frb35-17-5,bhoslib,1349,5,3,410.251601
frb30-15-2,bhoslib,1350,3,3,235.306301
DSJC500.5,dimacs,1351,6,6,186.077002
frb59-26-4,bhoslib,1352,5,3,2854.156001
frb30-15-3,bhoslib,1353,4,3,235.9871
p_hat700-3,dimacs,1354,4,4,550.306401
san1000,dimacs,1355,26,15,702.958201
frb40-19-2,bhoslib,1356,4,3,668.663301
frb53-24-1,bhoslib,1357,4,3,1929.164102
johnson8-2-4,dimacs,1358,3,3,17.893
frb40-19-1,bhoslib,1359,4,3,712.844002
frb56-25-1,bhoslib,1360,4,4,2375.293102
c-fat200-2,dimacs,1361,8,8,31.147401
brock800_2,dimacs,1362,6,4,582.291401
C125.9,dimacs,1363,2,2,35.440001
frb40-19-5,bhoslib,1364,6,3,666.904201
brock400_4,dimacs,1365,4,3,174.691801
C2000.5,dimacs,1366,8,8,2854.486801
frb35-17-4,bhoslib,1367,4,3,454.842601
p_hat700-2,dimacs,1368,13,5,384.334101
frb45-21-3,bhoslib,1369,4,4,1104.282201
frb30-15-1,bhoslib,1370,4,3,236.923
gen400_p0.9_75,dimacs,1371,2,2,247.5708
p_hat300-1,dimacs,1372,15,8,51.9157
gen400_p0.9_75,dimacs,1373,2,2,203.924101
frb45-21-3,bhoslib,1374,4,4,1086.763601
frb45-21-2,bhoslib,1375,8,2,1036.9257
gen200_p0.9_44,dimacs,1376,2,2,105.163701
johnson32-2-4,dimacs,1377,3,3,344.160701
frb30-15-1,bhoslib,1378,4,3,278.077801
brock400_4,dimacs,1379,4,3,173.577101
frb30-15-5,bhoslib,1380,4,3,277.949801
frb50-23-3,bhoslib,1381,5,3,1555.986201
c-fat200-2,dimacs,1382,7,7,29.692001
c-fat500-5,dimacs,1383,6,6,84.678501
frb35-17-5,bhoslib,1384,5,3,410.0663
p_hat1500-3,dimacs,1385,5,4,2320.573401
frb30-15-5,bhoslib,1386,5,2,277.664702
frb45-21-2,bhoslib,1387,8,2,1038.440401
frb50-23-2,bhoslib,1388,6,4,1555.912501
keller4,dimacs,1389,4,4,43.274601
frb30-15-3,bhoslib,1390,4,4,237.6758
p_hat300-3,dimacs,1391,4,3,149.531102
frb50-23-1,bhoslib,1392,7,3,1603.401501
frb53-24-3,bhoslib,1393,5,3,1921.390902
frb50-23-3,bhoslib,1394,4,3,1555.281201
gen400_p0.9_75,dimacs,1395,2,2,246.842002
frb40-19-3,bhoslib,1396,5,3,680.939502
san200_0.9_2,dimacs,1397,2,2,65.525801
johnson16-2-4,dimacs,1398,3,3,32.1441
p_hat700-2,dimacs,1399,13,5,337.465702
MANN_a27,dimacs,1400,2,2,201.020701
brock400_2,dimacs,1401,4,3,215.672602
brock800_4,dimacs,1402,6,4,570.693802
frb53-24-2,bhoslib,1403,4,3,1975.5847
p_hat1500-3,dimacs,1404,5,4,2361.062801
frb53-24-2,bhoslib,1405,4,3,1920.558301
keller6,dimacs,1406,4,4,13354.854301
p_hat1500-3,dimacs,1407,5,4,2347.190102
frb59-26-5,bhoslib,1408,4,3,2838.781
frb35-17-1,bhoslib,1409,4,4,411.894302
frb45-21-1,bhoslib,1410,4,3,1085.3927
hamming8-2,dimacs,1411,2,2,98.198701
p_hat300-2,dimacs,1412,10,5,76.488401
frb50-23-1,bhoslib,1413,7,3,1559.853901
brock400_4,dimacs,1414,4,3,216.444802
frb53-24-4,bhoslib,1415,4,4,1935.277201
p_hat700-3,dimacs,1416,4,4,501.485801
c-fat200-1,dimacs,1417,14,14,31.614102
brock800_4,dimacs,1418,5,4,569.642
c-fat500-2,dimacs,1419,14,14,56.167702
frb59-26-4,bhoslib,1420,5,3,2853.524201
p_hat300-1,dimacs,1421,15,9,52.440402
frb59-26-3,bhoslib,1422,4,3,2858.805602
johnson16-2-4,dimacs,1423,3,3,32.079402
c-fat200-1,dimacs,1424,15,15,33.956702
frb53-24-3,bhoslib,1425,5,3,1916.965502
p_hat700-2,dimacs,1426,13,5,340.6909
p_hat1500-3,dimacs,1427,5,4,2308.9392
brock400_4,dimacs,1428,4,3,175.721801
san400_0.7_3,dimacs,1429,5,4,221.626401
frb50-23-2,bhoslib,1430,5,4,1561.091901
frb45-21-5,bhoslib,1431,4,4,1085.408802
frb40-19-5,bhoslib,1432,6,3,667.855201
C4000.5,dimacs,1433,10,8,11690.0575
hamming6-2,dimacs,1434,2,2,22.456001
C4000.5,dimacs,1435,9,8,11700.736102
gen200_p0.9_44,dimacs,1436,2,2,63.9222
frb56-25-2,bhoslib,1437,5,3,2358.425602
frb50-23-4,bhoslib,1438,4,4,1601.918902
frb40-19-1,bhoslib,1439,4,3,669.311901
san200_0.9_2,dimacs,1440,2,2,72.880501
frb45-21-5,bhoslib,1441,4,4,1040.799301
c-fat200-1,dimacs,1442,14,14,31.999901
brock400_4,dimacs,1443,4,3,216.828401
frb53-24-4,bhoslib,1444,3,3,1917.902901
MANN_a45,dimacs,1445,2,2,1435.7068
gen400_p0.9_55,dimacs,1446,2,2,204.931901
frb30-15-4,bhoslib,1447,3,3,247.9763
frb50-23-4,bhoslib,1448,4,4,1602.093201
c-fat500-2,dimacs,1449,15,15,56.7103
gen400_p0.9_65,dimacs,1450,2,2,203.800102
hamming8-4,dimacs,1451,8,8,76.399201
gen400_p0.9_55,dimacs,1452,2,2,247.153002
frb35-17-2,bhoslib,1453,5,3,408.745901
p_hat300-1,dimacs,1454,15,9,53.119101
p_hat700-1,dimacs,1455,15,11,198.613901
san400_0.7_3,dimacs,1456,5,4,207.771301
p_hat300-3,dimacs,1457,4,3,104.475901
p_hat700-3,dimacs,1458,4,4,501.135801
frb30-15-5,bhoslib,1459,5,2,277.100001
frb35-17-4,bhoslib,1460,4,3,409.546901
frb40-19-2,bhoslib,1461,5,3,715.693601
frb45-21-2,bhoslib,1462,8,2,1088.621501
p_hat300-2,dimacs,1463,10,5,79.010901
frb56-25-3,bhoslib,1464,5,4,2367.103501
C1000.9,dimacs,1465,3,3,1252.869201
frb35-17-3,bhoslib,1466,3,3,409.515302
MANN_a81,dimacs,1467,2,2,15776.539701
frb30-15-1,bhoslib,1468,4,3,234.530001
frb45-21-4,bhoslib,1469,3,3,1079.767801
frb59-26-1,bhoslib,1470,4,4,2853.344801
frb59-26-2,bhoslib,1471,4,3,2858.595301
san200_0.9_1,dimacs,1472,2,2,64.409401
brock400_4,dimacs,1473,4,3,173.968
C125.9,dimacs,1474,2,2,35.2589
keller5,dimacs,1475,4,4,626.895601
frb53-24-2,bhoslib,1476,4,3,1942.4806
brock800_4,dimacs,1477,5,4,573.024701
frb53-24-4,bhoslib,1478,4,4,1918.6855
san400_0.7_2,dimacs,1479,4,4,207.051601
frb56-25-1,bhoslib,1480,3,3,2366.1714
frb53-24-4,bhoslib,1481,3,3,1983.525902
frb56-25-1,bhoslib,1482,4,4,2416.371302
p_hat700-3,dimacs,1483,4,4,501.688001
gen400_p0.9_55,dimacs,1484,2,2,247.426201
san200_0.9_1,dimacs,1485,2,2,63.895302
frb100-40,bhoslib,1486,5,3,21457.505401
C2000.5,dimacs,1487,8,8,2781.213601
MANN_a81,dimacs,1488,2,2,15723.808501
p_hat1500-1,dimacs,1489,19,14,804.383401
hamming8-2,dimacs,1490,2,2,141.3603
keller4,dimacs,1491,4,4,43.776902
frb56-25-1,bhoslib,1492,4,4,2507.242002
frb30-15-5,bhoslib,1493,4,3,281.575901
frb59-26-3,bhoslib,1494,4,3,2849.204101
frb59-26-5,bhoslib,1495,4,3,2898.173601
brock400_2,dimacs,1496,4,3,218.090201
gen200_p0.9_55,dimacs,1497,2,2,78.153901
san1000,dimacs,1498,25,16,698.5281
frb40-19-2,bhoslib,1499,5,3,714.319102
frb30-15-5,bhoslib,1500,4,3,277.381401
p_hat1500-3,dimacs,1501,4,4,2315.0431
frb50-23-4,bhoslib,1502,4,4,1602.7348
san400_0.7_2,dimacs,1503,4,4,165.3614
frb45-21-3,bhoslib,1504,3,3,1041.586202
johnson16-2-4,dimacs,1505,3,3,32.903802
p_hat700-1,dimacs,1506,15,11,238.819701
gen400_p0.9_75,dimacs,1507,2,2,208.155601
frb45-21-1,bhoslib,1508,4,3,1082.103901
frb59-26-5,bhoslib,1509,4,3,2859.066601
frb40-19-2,bhoslib,1510,4,3,680.028301
frb30-15-2,bhoslib,1511,3,3,236.244602
hamming6-4,dimacs,1512,8,8,24.1762
frb35-17-2,bhoslib,1513,5,3,410.512301
san200_0.9_3,dimacs,1514,2,2,106.396701
p_hat300-1,dimacs,1515,15,9,52.209301
frb30-15-3,bhoslib,1516,4,3,235.202101
c-fat200-2,dimacs,1517,8,8,31.447301
DSJC500.5,dimacs,1518,7,5,226.740302
san400_0.7_2,dimacs,1519,4,4,164.547201
frb50-23-5,bhoslib,1520,3,3,1610.425801
frb40-19-4,bhoslib,1521,3,3,666.482002
C125.9,dimacs,1522,2,2,35.7692
frb30-15-3,bhoslib,1523,4,3,234.032202
brock200_4,dimacs,1524,4,3,94.296901
frb35-17-3,bhoslib,1525,3,3,454.780601
frb50-23-5,bhoslib,1526,3,3,1596.347601
MANN_a45,dimacs,1527,2,2,1436.441101
brock200_4,dimacs,1528,5,3,52.280701
san200_0.7_1,dimacs,1529,3,2,53.960402
frb30-15-3,bhoslib,1530,4,3,235.066601
san200_0.7_1,dimacs,1531,3,2,96.842401
frb40-19-3,bhoslib,1532,5,3,716.632801
johnson8-4-4,dimacs,1533,5,3,22.559401
san200_0.9_3,dimacs,1534,2,2,105.833301
san200_0.7_2,dimacs,1535,4,3,99.996501
frb50-23-3,bhoslib,1536,3,3,1592.124301
MANN_a27,dimacs,1537,2,2,203.834501
gen200_p0.9_44,dimacs,1538,2,2,65.031401
MANN_a9,dimacs,1539,2,2,19.918201
frb30-15-3,bhoslib,1540,4,3,234.333201
gen400_p0.9_65,dimacs,1541,2,2,246.720202
gen400_p0.9_55,dimacs,1542,2,2,205.115701
hamming10-4,dimacs,1543,8,8,1218.8213
frb30-15-3,bhoslib,1544,4,3,278.2165
frb53-24-4,bhoslib,1545,3,3,1935.9462
frb53-24-5,bhoslib,1546,4,3,1917.754501
san400_0.7_3,dimacs,1547,6,4,164.4993
frb35-17-2,bhoslib,1548,5,3,411.242601
frb45-21-5,bhoslib,1549,4,4,1037.909201
c-fat500-2,dimacs,1550,16,16,104.604601
C125.9,dimacs,1551,2,2,34.8434
frb50-23-3,bhoslib,1552,4,3,1553.165301
frb56-25-3,bhoslib,1553,5,4,2352.208702
frb35-17-1,bhoslib,1554,4,4,412.463101
frb59-26-3,bhoslib,1555,4,3,2889.197601
frb56-25-5,bhoslib,1556,4,4,2400.200901
frb35-17-5,bhoslib,1557,5,3,411.355101
frb40-19-4,bhoslib,1558,5,3,711.922002
frb53-24-1,bhoslib,1559,4,3,1968.926902
C1000.9,dimacs,1560,3,3,1260.900401
DSJC500.5,dimacs,1561,6,6,228.9203
san200_0.9_3,dimacs,1562,2,2,62.931001
frb50-23-2,bhoslib,1563,7,3,1552.680301
frb100-40,bhoslib,1564,5,3,21327.502401
san1000,dimacs,1565,25,16,742.748001
frb30-15-1,bhoslib,1566,4,3,237.0207
keller4,dimacs,1567,4,4,89.9523
C500.9,dimacs,1568,2,2,363.161501
frb56-25-3,bhoslib,1569,4,4,2414.213
brock200_4,dimacs,1570,5,3,62.842501
frb40-19-1,bhoslib,1571,4,3,666.742401
hamming10-4,dimacs,1572,8,8,1171.9629
frb40-19-2,bhoslib,1573,4,3,671.951601
frb56-25-3,bhoslib,1574,4,4,2407.042201
MANN_a81,dimacs,1575,2,2,15766.492602
frb30-15-2,bhoslib,1576,3,3,235.740601
DSJC1000.5,dimacs,1577,8,6,749.717101
gen200_p0.9_44,dimacs,1578,2,2,63.246802
frb45-21-2,bhoslib,1579,8,2,1087.607701
frb100-40,bhoslib,1580,5,3,21817.4837
frb59-26-3,bhoslib,1581,4,3,2884.949801
frb59-26-4,bhoslib,1582,5,3,2823.628301
frb45-21-1,bhoslib,1583,4,3,1035.980201
frb59-26-2,bhoslib,1584,4,3,2906.372301
p_hat700-1,dimacs,1585,15,11,196.554101
frb56-25-3,bhoslib,1586,4,4,2369.517501
frb30-15-4,bhoslib,1587,3,3,277.741601
c-fat200-1,dimacs,1588,14,14,32.812001
C4000.5,dimacs,1589,9,8,11668.894401
p_hat700-1,dimacs,1590,15,11,196.277501
brock400_4,dimacs,1591,4,3,228.820501
brock800_4,dimacs,1592,6,4,569.455802
san400_0.7_2,dimacs,1593,4,4,206.987301
brock800_2,dimacs,1594,6,4,573.058401
C1000.9,dimacs,1595,3,3,1202.782001
frb30-15-2,bhoslib,1596,3,3,248.378801
keller6,dimacs,1597,4,4,13333.446501
san200_0.9_1,dimacs,1598,2,2,105.406301
c-fat200-5,dimacs,1599,3,3,40.420501
san200_0.9_3,dimacs,1600,2,2,63.312001
frb45-21-3,bhoslib,1601,5,3,1045.533302
c-fat200-5,dimacs,1602,3,3,42.962001
brock200_4,dimacs,1603,4,3,94.435201
san400_0.5_1,dimacs,1604,13,9,171.9049
frb59-26-2,bhoslib,1605,4,3,2860.764001
hamming6-2,dimacs,1606,2,2,21.883502
keller4,dimacs,1607,4,4,45.409501
C4000.5,dimacs,1608,9,8,11630.088502
frb30-15-4,bhoslib,1609,3,3,279.818201
frb56-25-2,bhoslib,1610,5,4,2325.256601
frb30-15-4,bhoslib,1611,3,3,278.706001
san400_0.5_1,dimacs,1612,14,8,127.819001
MANN_a81,dimacs,1613,2,2,15890.392601
frb56-25-3,bhoslib,1614,4,4,2403.194802
frb35-17-2,bhoslib,1615,5,3,408.047
frb56-25-4,bhoslib,1616,4,4,2348.338202
frb35-17-2,bhoslib,1617,4,4,457.734901
p_hat300-2,dimacs,1618,9,6,123.630901
frb56-25-3,bhoslib,1619,5,4,2423.197201
san200_0.7_1,dimacs,1620,3,2,53.597201
c-fat500-2,dimacs,1621,16,16,57.760101
gen200_p0.9_55,dimacs,1622,2,2,63.221101
p_hat700-1,dimacs,1623,21,11,196.3065
hamming8-4,dimacs,1624,8,8,75.846602
hamming10-4,dimacs,1625,8,8,1181.931001
frb50-23-3,bhoslib,1626,4,3,1550.258901
frb40-19-2,bhoslib,1627,5,3,715.143001
C125.9,dimacs,1628,2,2,35.739601
p_hat700-3,dimacs,1629,4,4,546.879802
johnson8-4-4,dimacs,1630,5,3,22.080401
hamming6-2,dimacs,1631,2,2,22.786
frb35-17-2,bhoslib,1632,5,3,408.585901
p_hat1500-1,dimacs,1633,21,13,806.2043
johnson16-2-4,dimacs,1634,3,3,32.332301
gen400_p0.9_65,dimacs,1635,2,2,247.2637
frb40-19-1,bhoslib,1636,4,3,669.367801
frb35-17-5,bhoslib,1637,5,3,458.3048
p_hat700-2,dimacs,1638,13,5,388.161001
brock200_2,dimacs,1639,5,5,87.259701
hamming6-2,dimacs,1640,2,2,21.817201
keller4,dimacs,1641,4,4,43.334601
C250.9,dimacs,1642,2,2,89.642101
frb40-19-5,bhoslib,1643,4,3,666.808401
frb50-23-5,bhoslib,1644,3,3,1552.665501
brock200_4,dimacs,1645,4,3,94.470901
frb30-15-4,bhoslib,1646,3,3,277.794601
frb59-26-4,bhoslib,1647,5,3,2844.0758
c-fat200-1,dimacs,1648,15,15,32.6283
frb30-15-5,bhoslib,1649,5,2,236.0438
frb30-15-3,bhoslib,1650,4,3,293.991401
frb50-23-3,bhoslib,1651,3,3,1553.306002
hamming8-2,dimacs,1652,2,2,140.986701
c-fat200-5,dimacs,1653,3,3,82.535701
frb35-17-4,bhoslib,1654,4,3,456.219
p_hat300-2,dimacs,1655,9,6,78.0477
san200_0.9_1,dimacs,1656,2,2,63.475301
c-fat500-2,dimacs,1657,15,15,58.228001
frb56-25-2,bhoslib,1658,5,3,2413.995901
johnson16-2-4,dimacs,1659,3,3,32.075101
p_hat1500-1,dimacs,1660,19,14,806.118901
frb35-17-5,bhoslib,1661,5,3,407.071
C2000.5,dimacs,1662,8,8,2782.422802
frb45-21-5,bhoslib,1663,4,4,1029.0519
frb45-21-3,bhoslib,1664,5,3,1082.823501
frb59-26-5,bhoslib,1665,4,3,2820.848201
frb56-25-5,bhoslib,1666,4,4,2382.971801
frb56-25-2,bhoslib,1667,5,4,2381.682201
brock400_2,dimacs,1668,4,3,174.91660100000001
keller6,dimacs,1669,4,4,13248.703201
frb35-17-5,bhoslib,1670,5,3,408.698502
san400_0.7_3,dimacs,1671,6,4,166.229301
frb59-26-1,bhoslib,1672,4,4,2908.3362
brock200_4,dimacs,1673,5,3,51.605
frb53-24-4,bhoslib,1674,3,3,1903.5896
san1000,dimacs,1675,26,17,743.588601
c-fat200-5,dimacs,1676,3,3,41.867101
frb40-19-2,bhoslib,1677,4,3,665.6935
C2000.9,dimacs,1678,3,3,4945.117702
p_hat700-1,dimacs,1679,19,14,198.876701
frb45-21-5,bhoslib,1680,4,4,1086.1435
san400_0.5_1,dimacs,1681,14,8,128.661801
C250.9,dimacs,1682,2,2,89.0422
frb50-23-2,bhoslib,1683,8,3,1547.1542
johnson16-2-4,dimacs,1684,3,3,31.734701
frb30-15-1,bhoslib,1685,4,3,278.963301
frb45-21-1,bhoslib,1686,4,3,1026.498801
frb30-15-1,bhoslib,1687,4,3,278.028302
DSJC1000.5,dimacs,1688,8,6,688.129401
johnson32-2-4,dimacs,1689,3,3,347.096001
frb50-23-1,bhoslib,1690,7,3,1550.757901
frb45-21-5,bhoslib,1691,4,4,1081.107101
frb53-24-5,bhoslib,1692,4,3,1919.2319
frb53-24-5,bhoslib,1693,4,3,1918.6305
keller6,dimacs,1694,4,4,13157.360202
johnson16-2-4,dimacs,1695,3,3,33.666501
frb56-25-3,bhoslib,1696,5,4,2362.762501
C250.9,dimacs,1697,2,2,134.890501
gen200_p0.9_44,dimacs,1698,2,2,108.872302
frb35-17-4,bhoslib,1699,4,3,455.3254
C125.9,dimacs,1700,2,2,35.734702
johnson32-2-4,dimacs,1701,3,3,298.995901
frb40-19-4,bhoslib,1702,5,3,712.1198
gen400_p0.9_75,dimacs,1703,2,2,205.172301
gen400_p0.9_65,dimacs,1704,2,2,247.336701
johnson8-4-4,dimacs,1705,5,3,23.009402
