instances,datasets,random_numbers,solutions,iters,times
brock800_4,dimacs,2253,5,4,572.927902
p_hat700-1,dimacs,2254,15,11,196.390801
frb56-25-2,bhoslib,2255,5,4,2415.021201
p_hat1500-2,dimacs,2256,12,10,1562.534501
frb59-26-3,bhoslib,2257,4,3,2893.468201
frb40-19-5,bhoslib,2258,6,3,668.148501
gen400_p0.9_55,dimacs,2259,2,2,217.573902
DSJC1000.5,dimacs,2260,8,6,732.746401
keller5,dimacs,2261,4,4,612.320501
c-fat200-1,dimacs,2262,14,14,32.966001
brock800_4,dimacs,2263,6,4,613.171002
brock200_2,dimacs,2264,5,5,53.390602
C2000.5,dimacs,2265,9,7,2797.474201
brock800_4,dimacs,2266,5,4,614.0304
p_hat700-2,dimacs,2267,13,5,383.899601
c-fat200-2,dimacs,2268,8,8,32.357001
san400_0.7_2,dimacs,2269,4,4,164.920101
johnson16-2-4,dimacs,2270,3,3,32.688201
frb53-24-5,bhoslib,2271,4,3,1907.258701
frb59-26-1,bhoslib,2272,4,4,2858.796701
hamming6-4,dimacs,2273,8,8,23.408701
frb50-23-4,bhoslib,2274,4,4,1557.391102
C2000.5,dimacs,2275,8,8,2842.967401
frb35-17-4,bhoslib,2276,4,3,422.040001
gen200_p0.9_55,dimacs,2277,2,2,63.580001
p_hat300-2,dimacs,2278,10,5,77.182501
frb53-24-2,bhoslib,2279,4,3,1915.8688
brock400_4,dimacs,2280,4,3,173.210101
frb45-21-4,bhoslib,2281,3,3,1055.748401
gen400_p0.9_65,dimacs,2282,2,2,245.653601
frb50-23-3,bhoslib,2283,4,3,1552.956501
johnson16-2-4,dimacs,2284,3,3,32.549701
frb50-23-5,bhoslib,2285,3,3,1601.196201
frb40-19-3,bhoslib,2286,5,3,669.124601
gen400_p0.9_75,dimacs,2287,2,2,216.938801
brock800_4,dimacs,2288,5,4,567.683801
frb40-19-4,bhoslib,2289,3,3,715.082901
c-fat500-1,dimacs,2290,32,32,58.204001
c-fat500-1,dimacs,2291,31,31,58.0654
brock800_2,dimacs,2292,6,4,617.565801
brock800_4,dimacs,2293,6,4,613.335
johnson32-2-4,dimacs,2294,3,3,298.9506
hamming6-2,dimacs,2295,2,2,21.3957
p_hat300-1,dimacs,2296,14,10,94.112602
brock400_4,dimacs,2297,4,3,217.899901
DSJC1000.5,dimacs,2298,8,6,686.577601
c-fat500-1,dimacs,2299,31,31,58.0588
san400_0.7_3,dimacs,2300,5,4,207.4079
brock800_2,dimacs,2301,6,4,617.759402
johnson16-2-4,dimacs,2302,3,3,33.616201
c-fat200-5,dimacs,2303,3,3,42.243501
c-fat500-5,dimacs,2304,6,6,84.319601
frb30-15-1,bhoslib,2305,4,3,235.3505
frb45-21-3,bhoslib,2306,3,3,1042.577101
frb53-24-1,bhoslib,2307,4,3,1983.829301
gen200_p0.9_55,dimacs,2308,2,2,64.888601
C4000.5,dimacs,2309,9,8,11707.961701
san200_0.9_3,dimacs,2310,2,2,63.875302
frb50-23-3,bhoslib,2311,3,3,1551.361101
frb40-19-5,bhoslib,2312,4,3,712.696501
keller6,dimacs,2313,4,4,13441.225201
frb40-19-4,bhoslib,2314,5,3,667.7481
frb45-21-4,bhoslib,2315,4,3,1051.252002
frb40-19-5,bhoslib,2316,4,3,714.438401
frb56-25-1,bhoslib,2317,3,3,2350.3419
hamming8-4,dimacs,2318,8,8,75.658901
C1000.9,dimacs,2319,3,3,1218.968501
C4000.5,dimacs,2320,10,8,11707.652001
frb40-19-5,bhoslib,2321,6,3,667.333902
frb50-23-3,bhoslib,2322,5,3,1596.537501
hamming6-4,dimacs,2323,8,8,23.581501
frb40-19-3,bhoslib,2324,5,3,666.022301
frb59-26-1,bhoslib,2325,4,4,2854.315301
p_hat700-3,dimacs,2326,4,4,559.776701
frb53-24-2,bhoslib,2327,4,3,1902.612601
DSJC1000.5,dimacs,2328,8,6,687.237601
frb59-26-3,bhoslib,2329,4,3,2828.373701
frb35-17-4,bhoslib,2330,4,3,410.445001
C250.9,dimacs,2331,2,2,89.201501
frb59-26-4,bhoslib,2332,5,3,2844.322902
DSJC1000.5,dimacs,2333,8,6,731.887101
frb56-25-5,bhoslib,2334,4,4,2414.8918
brock800_4,dimacs,2335,6,4,567.684901
frb53-24-3,bhoslib,2336,5,3,1926.800202
C125.9,dimacs,2337,2,2,34.838201
MANN_a27,dimacs,2338,2,2,243.988701
frb30-15-3,bhoslib,2339,4,3,235.446501
p_hat700-2,dimacs,2340,13,5,338.6207
frb30-15-4,bhoslib,2341,3,3,287.050201
frb35-17-4,bhoslib,2342,4,3,454.392501
frb50-23-1,bhoslib,2343,7,3,1581.455101
p_hat700-1,dimacs,2344,15,11,196.718501
san400_0.7_3,dimacs,2345,6,4,206.897401
frb53-24-2,bhoslib,2346,4,3,1917.2897
johnson32-2-4,dimacs,2347,3,3,343.744301
frb50-23-4,bhoslib,2348,4,4,1611.0579
hamming10-4,dimacs,2349,8,8,1179.243101
keller5,dimacs,2350,4,4,615.373002
c-fat500-2,dimacs,2351,17,17,58.199401
hamming8-4,dimacs,2352,8,8,78.3779
frb30-15-4,bhoslib,2353,3,3,235.825002
hamming8-4,dimacs,2354,8,8,118.090102
san200_0.9_2,dimacs,2355,2,2,106.329501
frb59-26-2,bhoslib,2356,4,3,2937.441602
frb35-17-1,bhoslib,2357,4,4,412.521501
frb40-19-1,bhoslib,2358,4,3,674.729802
frb53-24-3,bhoslib,2359,4,3,1958.619601
frb40-19-4,bhoslib,2360,3,3,668.938101
c-fat200-2,dimacs,2361,7,7,30.374602
C2000.5,dimacs,2362,8,8,2807.887101
frb30-15-5,bhoslib,2363,5,2,236.2075
san200_0.9_2,dimacs,2364,2,2,63.6551
johnson32-2-4,dimacs,2365,3,3,300.006601
p_hat1500-2,dimacs,2366,12,10,1602.074401
p_hat300-2,dimacs,2367,10,5,77.152801
frb53-24-3,bhoslib,2368,5,3,1924.519301
frb30-15-4,bhoslib,2369,3,3,234.7862
C1000.9,dimacs,2370,3,3,1267.143402
p_hat700-2,dimacs,2371,13,5,338.348101
frb40-19-5,bhoslib,2372,4,3,666.1647
frb50-23-1,bhoslib,2373,7,3,1572.245902
san400_0.7_3,dimacs,2374,5,4,208.084801
johnson8-4-4,dimacs,2375,5,3,22.807301
frb40-19-2,bhoslib,2376,4,3,677.305001
gen200_p0.9_44,dimacs,2377,2,2,63.531401
johnson8-2-4,dimacs,2378,3,3,17.5096
johnson32-2-4,dimacs,2379,3,3,301.741101
p_hat700-2,dimacs,2380,13,5,388.442401
johnson16-2-4,dimacs,2381,3,3,32.220401
san200_0.9_2,dimacs,2382,2,2,105.582401
frb45-21-4,bhoslib,2383,3,3,1095.087901
san400_0.7_3,dimacs,2384,5,4,164.702501
san200_0.9_1,dimacs,2385,2,2,63.523402
p_hat1500-3,dimacs,2386,4,4,2312.946001
frb59-26-4,bhoslib,2387,5,3,2901.642001
san400_0.7_1,dimacs,2388,4,3,164.360401
DSJC1000.5,dimacs,2389,8,6,692.670601
hamming6-2,dimacs,2390,2,2,22.376201
frb45-21-4,bhoslib,2391,4,3,1037.632401
gen200_p0.9_44,dimacs,2392,2,2,106.935301
frb40-19-1,bhoslib,2393,4,3,717.060601
frb35-17-3,bhoslib,2394,3,3,408.3664
frb45-21-3,bhoslib,2395,4,4,1050.310701
gen400_p0.9_65,dimacs,2396,2,2,205.069701
p_hat700-2,dimacs,2397,13,5,340.725901
frb50-23-1,bhoslib,2398,7,3,1544.064501
C125.9,dimacs,2399,2,2,36.974001
p_hat1500-1,dimacs,2400,21,13,801.469501
frb40-19-2,bhoslib,2401,4,3,680.276101
frb30-15-1,bhoslib,2402,4,3,235.4859
frb30-15-3,bhoslib,2403,4,4,235.515501
frb59-26-4,bhoslib,2404,5,3,2884.5501
DSJC500.5,dimacs,2405,7,5,226.096702
frb45-21-2,bhoslib,2406,8,2,1025.015201
gen400_p0.9_55,dimacs,2407,2,2,247.799501
c-fat200-1,dimacs,2408,16,16,32.851002
frb35-17-5,bhoslib,2409,5,3,409.209401
san1000,dimacs,2410,26,15,711.936402
brock400_2,dimacs,2411,4,3,215.5559
frb50-23-2,bhoslib,2412,5,4,1552.8451010000001
keller4,dimacs,2413,4,4,44.921701
frb59-26-4,bhoslib,2414,5,3,2853.261801
c-fat500-5,dimacs,2415,7,7,85.676101
p_hat300-3,dimacs,2416,4,3,104.422301
p_hat700-3,dimacs,2417,4,4,501.857401
C2000.9,dimacs,2418,3,3,5036.438401
MANN_a9,dimacs,2419,2,2,19.244101
MANN_a45,dimacs,2420,2,2,1432.329801
frb56-25-4,bhoslib,2421,5,3,2387.016001
hamming6-4,dimacs,2422,8,8,24.129001
MANN_a9,dimacs,2423,2,2,19.043401
frb53-24-2,bhoslib,2424,4,3,1920.3116
gen400_p0.9_65,dimacs,2425,2,2,204.5089
frb53-24-5,bhoslib,2426,4,3,1953.871101
C2000.5,dimacs,2427,8,8,2838.900201
frb45-21-1,bhoslib,2428,4,3,1082.799702
p_hat1500-2,dimacs,2429,12,10,1542.049801
hamming10-4,dimacs,2430,8,8,1231.5384
frb45-21-1,bhoslib,2431,4,3,1078.844501
san200_0.7_1,dimacs,2432,4,3,54.651802000000004
hamming8-2,dimacs,2433,2,2,98.967301
frb50-23-2,bhoslib,2434,4,4,1551.292001
keller4,dimacs,2435,4,4,99.077601
johnson32-2-4,dimacs,2436,3,3,344.673701
johnson16-2-4,dimacs,2437,3,3,33.040101
san200_0.7_1,dimacs,2438,4,3,54.461001
gen200_p0.9_44,dimacs,2439,2,2,64.013401
keller5,dimacs,2440,4,4,633.4452
p_hat700-3,dimacs,2441,4,4,502.315301
p_hat1500-2,dimacs,2442,11,9,1609.564501
p_hat700-3,dimacs,2443,4,4,501.427701
frb50-23-3,bhoslib,2444,5,3,1546.417601
p_hat700-3,dimacs,2445,4,4,500.997701
frb56-25-2,bhoslib,2446,5,4,2360.776902
frb35-17-3,bhoslib,2447,3,3,428.241301
p_hat300-3,dimacs,2448,4,3,104.6121
san200_0.9_1,dimacs,2449,2,2,63.591001
frb30-15-3,bhoslib,2450,4,3,235.322501
frb50-23-5,bhoslib,2451,3,3,1598.102201
frb59-26-3,bhoslib,2452,4,3,2853.428501
p_hat1500-1,dimacs,2453,21,13,852.784902
frb40-19-3,bhoslib,2454,5,3,665.817901
C500.9,dimacs,2455,2,2,311.143301
frb53-24-4,bhoslib,2456,3,3,1916.750602
hamming8-2,dimacs,2457,2,2,98.852001
san1000,dimacs,2458,27,14,696.5518
p_hat300-1,dimacs,2459,15,9,52.412301
frb30-15-1,bhoslib,2460,4,3,234.849901
p_hat1500-1,dimacs,2461,19,14,852.942201
keller4,dimacs,2462,4,4,43.287901
san200_0.9_2,dimacs,2463,2,2,63.190501
frb35-17-2,bhoslib,2464,5,3,408.876501
C2000.5,dimacs,2465,8,8,2852.3937
DSJC500.5,dimacs,2466,6,5,226.748902
c-fat500-2,dimacs,2467,14,14,55.562401
gen400_p0.9_55,dimacs,2468,2,2,218.046202
frb45-21-4,bhoslib,2469,3,3,1087.969702
frb35-17-3,bhoslib,2470,3,3,406.903202
C2000.5,dimacs,2471,9,7,2806.277201
MANN_a45,dimacs,2472,2,2,1434.447502
frb59-26-4,bhoslib,2473,5,3,2880.573301
frb56-25-3,bhoslib,2474,4,4,2378.547901
DSJC1000.5,dimacs,2475,8,6,732.041001
p_hat700-2,dimacs,2476,13,5,388.461201
frb53-24-2,bhoslib,2477,4,3,1958.675701
san400_0.7_1,dimacs,2478,4,3,218.139302
frb53-24-4,bhoslib,2479,3,3,1906.504002
p_hat300-3,dimacs,2480,4,3,146.6424
brock200_4,dimacs,2481,5,3,94.338801
frb40-19-5,bhoslib,2482,4,3,712.393602
san400_0.7_1,dimacs,2483,4,3,163.889701
C500.9,dimacs,2484,2,2,310.262401
c-fat500-5,dimacs,2485,6,6,97.606001
frb30-15-1,bhoslib,2486,4,3,236.661101
frb35-17-1,bhoslib,2487,4,4,455.6311
frb53-24-4,bhoslib,2488,5,4,1919.633001
frb35-17-4,bhoslib,2489,4,3,408.775402
frb45-21-2,bhoslib,2490,8,2,1034.977201
johnson8-2-4,dimacs,2491,3,3,18.393501
p_hat1500-2,dimacs,2492,11,9,1554.206201
frb35-17-1,bhoslib,2493,4,4,454.955901
san1000,dimacs,2494,25,16,712.943501
frb45-21-2,bhoslib,2495,8,2,1033.7931
frb56-25-3,bhoslib,2496,5,4,2405.1661
frb53-24-3,bhoslib,2497,5,3,1922.003401
frb50-23-3,bhoslib,2498,5,3,1572.6816
frb40-19-3,bhoslib,2499,5,3,712.179801
frb50-23-5,bhoslib,2500,3,3,1595.190401
brock400_4,dimacs,2501,4,3,174.253501
frb53-24-4,bhoslib,2502,3,3,1962.213601
san200_0.9_2,dimacs,2503,2,2,63.610401
hamming8-2,dimacs,2504,2,2,98.068901
p_hat1500-1,dimacs,2505,19,14,807.971801
frb35-17-1,bhoslib,2506,4,4,409.462102
frb35-17-1,bhoslib,2507,4,4,410.412501
frb53-24-1,bhoslib,2508,4,3,1979.445801
frb59-26-2,bhoslib,2509,4,3,2920.0856
frb50-23-5,bhoslib,2510,3,3,1575.628201
keller5,dimacs,2511,4,4,661.683901
frb45-21-2,bhoslib,2512,8,2,1085.201301
frb35-17-5,bhoslib,2513,5,3,408.978
p_hat1500-1,dimacs,2514,19,14,817.684202
johnson16-2-4,dimacs,2515,3,3,31.665801
brock800_2,dimacs,2516,6,4,569.607301
frb59-26-2,bhoslib,2517,4,3,2908.103602
san200_0.7_1,dimacs,2518,3,2,53.901302
brock400_2,dimacs,2519,4,3,174.0668
frb59-26-1,bhoslib,2520,4,4,2854.383102
frb56-25-3,bhoslib,2521,5,4,2417.391601
gen400_p0.9_65,dimacs,2522,2,2,205.130401
san400_0.7_1,dimacs,2523,4,3,206.350501
keller4,dimacs,2524,4,4,43.848101
san200_0.9_1,dimacs,2525,2,2,105.8291
frb30-15-2,bhoslib,2526,3,3,291.6811
frb59-26-4,bhoslib,2527,5,3,2908.144401
san400_0.7_3,dimacs,2528,6,4,207.639702
frb50-23-3,bhoslib,2529,5,3,1564.758801
frb50-23-3,bhoslib,2530,4,3,1614.2832
hamming8-2,dimacs,2531,2,2,112.961001
frb35-17-5,bhoslib,2532,5,3,407.985501
brock800_2,dimacs,2533,6,4,569.449501
frb50-23-5,bhoslib,2534,3,3,1553.727701
C2000.9,dimacs,2535,3,3,5151.3454
frb30-15-2,bhoslib,2536,3,3,234.520001
frb59-26-5,bhoslib,2537,4,3,2857.4977
keller5,dimacs,2538,4,4,611.9262
p_hat1500-1,dimacs,2539,21,13,804.340802
frb53-24-4,bhoslib,2540,3,3,1934.588701
keller4,dimacs,2541,4,4,84.9196
MANN_a81,dimacs,2542,2,2,15859.978401
san400_0.7_3,dimacs,2543,5,4,208.499401
gen200_p0.9_55,dimacs,2544,2,2,105.499701
MANN_a9,dimacs,2545,2,2,19.1183
c-fat200-1,dimacs,2546,15,15,32.697801
frb50-23-4,bhoslib,2547,4,4,1569.590801
hamming8-2,dimacs,2548,2,2,141.429101
frb35-17-3,bhoslib,2549,3,3,454.095501
san400_0.7_1,dimacs,2550,4,3,164.1172
p_hat1500-3,dimacs,2551,4,4,2320.535301
san400_0.7_2,dimacs,2552,4,4,164.656501
frb53-24-2,bhoslib,2553,4,3,1958.713701
brock200_2,dimacs,2554,5,5,47.075802
gen400_p0.9_75,dimacs,2555,2,2,206.111001
johnson8-4-4,dimacs,2556,5,3,23.358402
frb45-21-3,bhoslib,2557,4,4,1042.138001
frb56-25-2,bhoslib,2558,5,3,2363.690901
johnson8-2-4,dimacs,2559,3,3,17.906301
brock400_4,dimacs,2560,4,3,174.7971
c-fat200-1,dimacs,2561,14,14,32.258901
keller5,dimacs,2562,4,4,611.774801
MANN_a9,dimacs,2563,2,2,19.165502
frb59-26-4,bhoslib,2564,5,3,2846.858902
frb56-25-4,bhoslib,2565,5,3,2391.836501
san200_0.7_1,dimacs,2566,4,3,54.250301
gen400_p0.9_55,dimacs,2567,2,2,246.354201
frb30-15-4,bhoslib,2568,3,3,234.970502
p_hat1500-2,dimacs,2569,11,9,1629.225802
frb30-15-1,bhoslib,2570,4,3,235.5587
frb56-25-5,bhoslib,2571,4,4,2405.8028
frb56-25-4,bhoslib,2572,5,3,2372.816501
frb59-26-5,bhoslib,2573,4,3,2889.929201
frb40-19-3,bhoslib,2574,5,3,733.346001
frb56-25-4,bhoslib,2575,5,3,2355.8769
frb100-40,bhoslib,2576,5,3,21464.813401
frb59-26-3,bhoslib,2577,4,3,2868.661101
frb53-24-4,bhoslib,2578,6,3,1949.835201
gen200_p0.9_44,dimacs,2579,2,2,106.126501
DSJC1000.5,dimacs,2580,8,6,729.453501
frb35-17-4,bhoslib,2581,4,3,409.098501
hamming8-4,dimacs,2582,8,8,75.786301
frb30-15-2,bhoslib,2583,3,3,235.443901
p_hat700-3,dimacs,2584,4,4,545.387601
brock400_4,dimacs,2585,4,3,174.473701
c-fat200-2,dimacs,2586,7,7,30.350501
gen400_p0.9_65,dimacs,2587,2,2,204.2566
frb59-26-1,bhoslib,2588,4,4,2889.3749
frb100-40,bhoslib,2589,5,3,21427.328501
p_hat700-3,dimacs,2590,4,4,546.9134
brock400_4,dimacs,2591,4,3,173.9787
gen400_p0.9_65,dimacs,2592,2,2,248.109502
johnson32-2-4,dimacs,2593,3,3,318.501601
p_hat700-2,dimacs,2594,13,5,337.140901
san400_0.5_1,dimacs,2595,15,8,169.182701
p_hat1500-1,dimacs,2596,19,14,805.736201
frb45-21-3,bhoslib,2597,4,4,1083.239802
frb30-15-1,bhoslib,2598,4,3,235.007901
keller6,dimacs,2599,4,4,13281.054301
frb45-21-5,bhoslib,2600,4,4,1076.189001
frb40-19-1,bhoslib,2601,4,3,678.768402
san1000,dimacs,2602,26,17,741.075501
frb40-19-5,bhoslib,2603,4,3,714.334301
c-fat500-1,dimacs,2604,33,33,59.716502
frb53-24-3,bhoslib,2605,5,3,1924.526701
keller4,dimacs,2606,4,4,86.729001
p_hat700-1,dimacs,2607,19,14,241.025001
san400_0.5_1,dimacs,2608,15,8,127.041301
frb53-24-3,bhoslib,2609,5,3,1916.314902
gen400_p0.9_55,dimacs,2610,2,2,203.709101
frb30-15-2,bhoslib,2611,3,3,233.758701
johnson8-4-4,dimacs,2612,5,3,22.127102
frb45-21-2,bhoslib,2613,8,2,1046.737401
johnson16-2-4,dimacs,2614,3,3,32.872801
p_hat700-2,dimacs,2615,13,5,438.605001
frb45-21-5,bhoslib,2616,4,4,1080.552601
p_hat1500-2,dimacs,2617,13,9,1556.996102
C2000.5,dimacs,2618,8,8,2787.188601
c-fat200-2,dimacs,2619,7,7,30.241601
c-fat500-5,dimacs,2620,6,6,132.142601
MANN_a81,dimacs,2621,2,2,15912.219801
frb50-23-3,bhoslib,2622,4,3,1551.882301
frb30-15-2,bhoslib,2623,3,3,240.778801
frb50-23-1,bhoslib,2624,7,3,1618.832301
hamming8-2,dimacs,2625,2,2,99.143701
p_hat1500-1,dimacs,2626,19,14,808.631701
gen200_p0.9_44,dimacs,2627,2,2,63.431101
frb100-40,bhoslib,2628,5,3,21424.713101
frb35-17-2,bhoslib,2629,5,3,408.382602
frb59-26-3,bhoslib,2630,4,3,2843.884701
frb59-26-4,bhoslib,2631,5,3,2835.501401
frb35-17-2,bhoslib,2632,5,3,456.5934
frb53-24-2,bhoslib,2633,4,3,1911.159
frb30-15-5,bhoslib,2634,4,3,279.4259
brock200_2,dimacs,2635,5,5,46.1243
hamming8-2,dimacs,2636,2,2,98.7558
frb53-24-2,bhoslib,2637,4,3,1916.444401
p_hat300-3,dimacs,2638,4,3,106.346901
frb30-15-1,bhoslib,2639,4,3,234.4011
frb45-21-5,bhoslib,2640,4,4,1042.219601
p_hat300-3,dimacs,2641,4,3,104.8201
frb40-19-3,bhoslib,2642,5,3,667.698501
san400_0.7_2,dimacs,2643,4,4,208.0951
frb56-25-2,bhoslib,2644,5,4,2371.600301
C500.9,dimacs,2645,2,2,316.0194
hamming10-4,dimacs,2646,8,8,1174.6508
frb53-24-1,bhoslib,2647,4,3,1942.662901
c-fat500-5,dimacs,2648,6,6,84.439301
C500.9,dimacs,2649,2,2,312.258501
frb30-15-3,bhoslib,2650,4,3,236.689402
frb35-17-4,bhoslib,2651,4,3,456.396201
frb40-19-3,bhoslib,2652,5,3,713.583702
keller6,dimacs,2653,4,4,13305.099901
frb45-21-4,bhoslib,2654,3,3,1030.522301
johnson8-2-4,dimacs,2655,3,3,18.151101
frb30-15-1,bhoslib,2656,4,3,252.278201
MANN_a27,dimacs,2657,2,2,245.2343
c-fat200-5,dimacs,2658,3,3,40.518301
san400_0.7_1,dimacs,2659,4,3,176.334501
DSJC500.5,dimacs,2660,6,6,227.514702
frb35-17-3,bhoslib,2661,3,3,408.515002
DSJC500.5,dimacs,2662,6,5,185.275001
p_hat700-1,dimacs,2663,15,13,238.982902
san400_0.7_1,dimacs,2664,4,3,168.744001
frb30-15-3,bhoslib,2665,4,4,238.178202
brock800_4,dimacs,2666,6,4,620.222601
p_hat700-1,dimacs,2667,19,14,242.213001
frb56-25-2,bhoslib,2668,5,3,2388.319001
gen400_p0.9_65,dimacs,2669,2,2,251.343601
C1000.9,dimacs,2670,3,3,1214.916101
frb100-40,bhoslib,2671,5,3,21380.1493
johnson8-4-4,dimacs,2672,5,3,22.653101
C2000.9,dimacs,2673,3,3,4982.970401
frb40-19-4,bhoslib,2674,3,3,666.729201
san1000,dimacs,2675,26,15,754.697501
keller4,dimacs,2676,4,4,85.6728
hamming8-2,dimacs,2677,2,2,144.793002
p_hat700-1,dimacs,2678,15,13,239.338502
hamming6-2,dimacs,2679,2,2,22.197801
DSJC500.5,dimacs,2680,7,5,184.312302
johnson8-4-4,dimacs,2681,5,3,22.301402
C1000.9,dimacs,2682,3,3,1212.676201
keller4,dimacs,2683,4,4,43.537601
frb53-24-1,bhoslib,2684,4,3,1930.159101
san200_0.7_2,dimacs,2685,4,3,54.2262
frb40-19-1,bhoslib,2686,4,3,667.600301
c-fat200-5,dimacs,2687,3,3,40.082901
gen400_p0.9_75,dimacs,2688,2,2,204.172702
san400_0.5_1,dimacs,2689,13,9,171.418701
frb45-21-2,bhoslib,2690,8,2,1080.792601
frb50-23-4,bhoslib,2691,4,4,1556.173701
frb30-15-1,bhoslib,2692,4,3,235.553202
frb56-25-4,bhoslib,2693,4,4,2403.172201
frb53-24-5,bhoslib,2694,4,3,1924.906101
frb40-19-3,bhoslib,2695,5,3,715.476301
frb45-21-1,bhoslib,2696,4,3,1036.277102
frb59-26-3,bhoslib,2697,4,3,3014.473102
keller6,dimacs,2698,4,4,13301.743901
frb56-25-4,bhoslib,2699,5,3,2340.916901
p_hat700-1,dimacs,2700,15,11,214.3613
frb30-15-4,bhoslib,2701,3,3,236.3866
gen400_p0.9_55,dimacs,2702,2,2,248.131201
gen400_p0.9_55,dimacs,2703,2,2,204.5913
DSJC500.5,dimacs,2704,6,5,226.714701
frb59-26-2,bhoslib,2705,4,3,2889.014401
frb35-17-2,bhoslib,2706,5,3,410.0119
san200_0.7_1,dimacs,2707,3,2,53.641401
c-fat200-1,dimacs,2708,15,15,33.0244
p_hat300-3,dimacs,2709,4,3,117.663501
gen200_p0.9_55,dimacs,2710,2,2,64.117101
frb30-15-4,bhoslib,2711,3,3,235.876901
brock200_2,dimacs,2712,5,5,45.957801
san200_0.7_2,dimacs,2713,4,3,54.206301
p_hat700-1,dimacs,2714,21,11,196.1026
frb40-19-5,bhoslib,2715,6,3,663.105801
frb40-19-1,bhoslib,2716,4,3,667.117101
frb30-15-5,bhoslib,2717,4,3,293.182901
frb53-24-5,bhoslib,2718,4,3,1915.465101
frb40-19-1,bhoslib,2719,4,3,665.390201
C1000.9,dimacs,2720,3,3,1209.654701
san200_0.9_3,dimacs,2721,2,2,62.664401
keller6,dimacs,2722,4,4,13140.4539
johnson8-2-4,dimacs,2723,3,3,18.172002
frb59-26-5,bhoslib,2724,4,3,2808.594001
brock200_4,dimacs,2725,5,3,64.1117
frb59-26-2,bhoslib,2726,4,3,2822.3126
p_hat1500-2,dimacs,2727,12,10,1573.102501
frb40-19-4,bhoslib,2728,3,3,668.496301
c-fat500-5,dimacs,2729,6,6,85.014501
frb50-23-5,bhoslib,2730,3,3,1557.266402
c-fat500-1,dimacs,2731,31,31,58.686001
frb45-21-1,bhoslib,2732,4,3,1039.8577
frb30-15-4,bhoslib,2733,3,3,235.971901
brock800_4,dimacs,2734,5,4,616.629201
frb35-17-1,bhoslib,2735,4,4,410.334701
p_hat300-2,dimacs,2736,10,5,118.466001
C125.9,dimacs,2737,2,2,35.147401
frb56-25-3,bhoslib,2738,5,4,2353.181701
san200_0.9_2,dimacs,2739,2,2,105.632
frb59-26-2,bhoslib,2740,4,3,2893.604501
san200_0.9_2,dimacs,2741,2,2,63.475901
san400_0.5_1,dimacs,2742,15,8,127.263502
frb59-26-5,bhoslib,2743,4,3,2860.085301
frb35-17-5,bhoslib,2744,5,3,455.414702
frb50-23-5,bhoslib,2745,3,3,1602.386401
C2000.9,dimacs,2746,3,3,4976.2415
frb30-15-5,bhoslib,2747,4,3,234.997802
MANN_a9,dimacs,2748,2,2,19.7435
gen200_p0.9_55,dimacs,2749,2,2,104.8779
san200_0.9_2,dimacs,2750,2,2,105.732702
frb53-24-2,bhoslib,2751,4,3,1952.260501
hamming6-4,dimacs,2752,8,8,23.278001
C250.9,dimacs,2753,2,2,101.710001
p_hat1500-3,dimacs,2754,4,4,2310.763701
san400_0.7_3,dimacs,2755,6,4,165.102901
johnson32-2-4,dimacs,2756,3,3,348.631001
p_hat1500-3,dimacs,2757,4,4,2352.359201
frb30-15-5,bhoslib,2758,5,2,234.972401
frb56-25-3,bhoslib,2759,5,4,2385.758901
c-fat500-2,dimacs,2760,14,14,56.292701
frb53-24-3,bhoslib,2761,4,3,1958.323002
frb45-21-2,bhoslib,2762,8,2,1086.1786
frb30-15-3,bhoslib,2763,4,3,248.192801
gen200_p0.9_55,dimacs,2764,2,2,110.141602
gen400_p0.9_65,dimacs,2765,2,2,249.269001
C125.9,dimacs,2766,2,2,36.33
frb50-23-1,bhoslib,2767,7,3,1558.604802
frb35-17-2,bhoslib,2768,4,4,455.546601
frb40-19-4,bhoslib,2769,3,3,723.824201
p_hat1500-1,dimacs,2770,19,14,805.6316
brock200_4,dimacs,2771,5,3,94.8931
johnson32-2-4,dimacs,2772,3,3,343.151101
C4000.5,dimacs,2773,9,8,11709.545201
frb35-17-3,bhoslib,2774,3,3,408.554502
DSJC500.5,dimacs,2775,6,6,227.766301
C250.9,dimacs,2776,2,2,105.015601
frb30-15-3,bhoslib,2777,4,3,235.268201
frb30-15-4,bhoslib,2778,3,3,277.678301
frb53-24-1,bhoslib,2779,4,3,1909.783101
hamming8-4,dimacs,2780,8,8,77.552501
C500.9,dimacs,2781,2,2,309.888101
frb50-23-1,bhoslib,2782,7,3,1556.467901
frb45-21-2,bhoslib,2783,8,2,1085.369202
frb56-25-5,bhoslib,2784,4,4,2507.821001
gen400_p0.9_75,dimacs,2785,2,2,203.497401
frb45-21-5,bhoslib,2786,4,4,1083.483701
frb56-25-2,bhoslib,2787,5,4,2365.169302
frb56-25-4,bhoslib,2788,5,3,2404.676401
brock800_2,dimacs,2789,6,4,569.4275
C2000.9,dimacs,2790,3,3,5020.1764
p_hat300-2,dimacs,2791,10,5,76.628601
C2000.5,dimacs,2792,8,7,2801.571101
keller4,dimacs,2793,4,4,57.848102
frb56-25-3,bhoslib,2794,4,4,2363.612702
san400_0.7_3,dimacs,2795,6,4,206.771101
frb35-17-1,bhoslib,2796,4,4,409.034601
san400_0.5_1,dimacs,2797,15,8,127.066201
